"frequency_ghz","swept_channel","reference_channel","reference_phase_deg","swept_commanded_phase_deg","expected_relative_phase_deg","measured_relative_phase_deg","signed_phase_error_deg","repeat_circular_std_deg","sample_count","ch1_tone_mean_dbfs","ch2_tone_mean_dbfs","source_directory"
"3","1","2","180","0","-180","-177.546","2.454","0.022","4","-20.47","-21.877","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3000_sweep_ch1_reference_ch2_180deg"
"3","1","2","180","22.5","157.5","159.976","2.476","0.001","2","-20.462","-21.874","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3000_sweep_ch1_reference_ch2_180deg"
"3","1","2","180","45","135","136.547","1.547","0.009","2","-20.782","-21.812","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3000_sweep_ch1_reference_ch2_180deg"
"3","1","2","180","67.5","112.5","115.201","2.701","0.006","2","-20.78","-21.764","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3000_sweep_ch1_reference_ch2_180deg"
"3","1","2","180","90","90","94.15","4.15","0.005","2","-21.28","-21.716","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3000_sweep_ch1_reference_ch2_180deg"
"3","1","2","180","112.5","67.5","73.378","5.878","0.005","2","-21.465","-21.704","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3000_sweep_ch1_reference_ch2_180deg"
"3","1","2","180","135","45","52.637","7.637","0.002","2","-21.194","-21.695","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3000_sweep_ch1_reference_ch2_180deg"
"3","1","2","180","157.5","22.5","30.138","7.638","0","2","-21.153","-21.716","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3000_sweep_ch1_reference_ch2_180deg"
"3","1","2","180","180","0","0.535","0.535","0.008","2","-20.325","-21.774","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3000_sweep_ch1_reference_ch2_180deg"
"3","1","2","180","202.5","-22.5","-21.595","0.905","0.001","2","-20.367","-21.812","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3000_sweep_ch1_reference_ch2_180deg"
"3","1","2","180","225","-45","-44.474","0.526","0.01","2","-20.832","-21.838","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3000_sweep_ch1_reference_ch2_180deg"
"3","1","2","180","247.5","-67.5","-65.493","2.007","0.007","2","-20.858","-21.852","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3000_sweep_ch1_reference_ch2_180deg"
"3","1","2","180","270","-90","-86.417","3.583","0.003","2","-21.388","-21.845","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3000_sweep_ch1_reference_ch2_180deg"
"3","1","2","180","292.5","-112.5","-107.021","5.479","0","2","-21.47","-21.85","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3000_sweep_ch1_reference_ch2_180deg"
"3","1","2","180","315","-135","-128.002","6.998","0","2","-21.182","-21.865","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3000_sweep_ch1_reference_ch2_180deg"
"3","1","2","180","337.5","-157.5","-151.992","5.508","0.009","2","-21.051","-21.863","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3000_sweep_ch1_reference_ch2_180deg"
"3","2","1","180","0","-180","-176.784","3.216","0.026","4","-20.312","-21.974","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3000_sweep_ch2_reference_ch1_180deg"
"3","2","1","180","22.5","157.5","160.951","3.452","0.001","2","-20.305","-21.978","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3000_sweep_ch2_reference_ch1_180deg"
"3","2","1","180","45","135","137.336","2.336","0.001","2","-20.286","-22.356","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3000_sweep_ch2_reference_ch1_180deg"
"3","2","1","180","67.5","112.5","115.902","3.402","0.006","2","-20.274","-22.368","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3000_sweep_ch2_reference_ch1_180deg"
"3","2","1","180","90","90","94.61","4.61","0.003","2","-20.246","-22.878","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3000_sweep_ch2_reference_ch1_180deg"
"3","2","1","180","112.5","67.5","73.416","5.916","0.005","2","-20.238","-23.017","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3000_sweep_ch2_reference_ch1_180deg"
"3","2","1","180","135","45","52.53","7.53","0.004","2","-20.251","-22.749","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3000_sweep_ch2_reference_ch1_180deg"
"3","2","1","180","157.5","22.5","29.538","7.038","0.008","2","-20.264","-22.656","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3000_sweep_ch2_reference_ch1_180deg"
"3","2","1","180","180","0","-0.105","-0.105","0.006","2","-20.312","-21.772","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3000_sweep_ch2_reference_ch1_180deg"
"3","2","1","180","202.5","-22.5","-22.163","0.337","0.016","2","-20.334","-21.795","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3000_sweep_ch2_reference_ch1_180deg"
"3","2","1","180","225","-45","-45.005","-0.005","0.004","2","-20.331","-22.262","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3000_sweep_ch2_reference_ch1_180deg"
"3","2","1","180","247.5","-67.5","-65.676","1.824","0.006","2","-20.329","-22.31","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3000_sweep_ch2_reference_ch1_180deg"
"3","2","1","180","270","-90","-86.274","3.726","0.003","2","-20.302","-22.836","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3000_sweep_ch2_reference_ch1_180deg"
"3","2","1","180","292.5","-112.5","-106.679","5.822","0.013","2","-20.303","-22.913","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3000_sweep_ch2_reference_ch1_180deg"
"3","2","1","180","315","-135","-127.21","7.79","0.004","2","-20.306","-22.666","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3000_sweep_ch2_reference_ch1_180deg"
"3","2","1","180","337.5","-157.5","-151.227","6.273","0.003","2","-20.309","-22.538","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3000_sweep_ch2_reference_ch1_180deg"
"3.3","1","2","180","0","-180","-179.994","0.006","0.044","4","-23.053","-26.657","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3300_sweep_ch1_reference_ch2_180deg"
"3.3","1","2","180","22.5","157.5","156.344","-1.156","0.003","2","-23.246","-26.624","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3300_sweep_ch1_reference_ch2_180deg"
"3.3","1","2","180","45","135","134.353","-0.647","0.002","2","-23.518","-26.586","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3300_sweep_ch1_reference_ch2_180deg"
"3.3","1","2","180","67.5","112.5","112.29","-0.21","0.001","2","-23.592","-26.57","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3300_sweep_ch1_reference_ch2_180deg"
"3.3","1","2","180","90","90","92.548","2.548","0.006","2","-24.24","-26.532","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3300_sweep_ch1_reference_ch2_180deg"
"3.3","1","2","180","112.5","67.5","72.484","4.984","0","2","-24.339","-26.528","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3300_sweep_ch1_reference_ch2_180deg"
"3.3","1","2","180","135","45","49.384","4.383","0.001","2","-23.925","-26.527","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3300_sweep_ch1_reference_ch2_180deg"
"3.3","1","2","180","157.5","22.5","26.242","3.742","0.006","2","-23.852","-26.518","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3300_sweep_ch1_reference_ch2_180deg"
"3.3","1","2","180","180","0","-1.984","-1.984","0.006","2","-23.058","-26.53","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3300_sweep_ch1_reference_ch2_180deg"
"3.3","1","2","180","202.5","-22.5","-25.097","-2.597","0.003","2","-23.254","-26.529","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3300_sweep_ch1_reference_ch2_180deg"
"3.3","1","2","180","225","-45","-46.632","-1.632","0.003","2","-23.576","-26.54","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3300_sweep_ch1_reference_ch2_180deg"
"3.3","1","2","180","247.5","-67.5","-68.49","-0.99","0.008","2","-23.546","-26.566","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3300_sweep_ch1_reference_ch2_180deg"
"3.3","1","2","180","270","-90","-88.14","1.86","0.001","2","-24.097","-26.584","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3300_sweep_ch1_reference_ch2_180deg"
"3.3","1","2","180","292.5","-112.5","-108.412","4.088","0.002","2","-24.055","-26.609","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3300_sweep_ch1_reference_ch2_180deg"
"3.3","1","2","180","315","-135","-131.982","3.018","0.004","2","-23.639","-26.64","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3300_sweep_ch1_reference_ch2_180deg"
"3.3","1","2","180","337.5","-157.5","-156.072","1.428","0","2","-23.575","-26.65","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3300_sweep_ch1_reference_ch2_180deg"
"3.3","2","1","180","0","-180","-177.488","2.512","0.029","4","-22.984","-26.62","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3300_sweep_ch2_reference_ch1_180deg"
"3.3","2","1","180","22.5","157.5","160.151","2.651","0.008","2","-23.003","-26.568","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3300_sweep_ch2_reference_ch1_180deg"
"3.3","2","1","180","45","135","139.599","4.599","0.007","2","-23.014","-26.796","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3300_sweep_ch2_reference_ch1_180deg"
"3.3","2","1","180","67.5","112.5","116.203","3.703","0.001","2","-23.033","-26.716","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3300_sweep_ch2_reference_ch1_180deg"
"3.3","2","1","180","90","90","94.33","4.33","0.001","2","-23.026","-26.87","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3300_sweep_ch2_reference_ch1_180deg"
"3.3","2","1","180","112.5","67.5","70.894","3.394","0.001","2","-23.025","-27.078","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3300_sweep_ch2_reference_ch1_180deg"
"3.3","2","1","180","135","45","48.295","3.295","0.003","2","-23.034","-27.226","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3300_sweep_ch2_reference_ch1_180deg"
"3.3","2","1","180","157.5","22.5","25.747","3.247","0.007","2","-23.032","-27.625","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3300_sweep_ch2_reference_ch1_180deg"
"3.3","2","1","180","180","0","1.842","1.842","0.01","2","-23.053","-26.542","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3300_sweep_ch2_reference_ch1_180deg"
"3.3","2","1","180","202.5","-22.5","-20.532","1.968","0","2","-23.06","-26.494","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3300_sweep_ch2_reference_ch1_180deg"
"3.3","2","1","180","225","-45","-40.673","4.327","0.001","2","-23.06","-26.768","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3300_sweep_ch2_reference_ch1_180deg"
"3.3","2","1","180","247.5","-67.5","-64.011","3.489","0.005","2","-23.06","-26.632","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3300_sweep_ch2_reference_ch1_180deg"
"3.3","2","1","180","270","-90","-85.85","4.15","0.008","2","-23.032","-26.691","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3300_sweep_ch2_reference_ch1_180deg"
"3.3","2","1","180","292.5","-112.5","-109.429","3.071","0.001","2","-23.011","-26.786","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3300_sweep_ch2_reference_ch1_180deg"
"3.3","2","1","180","315","-135","-131.937","3.063","0","2","-22.992","-26.93","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3300_sweep_ch2_reference_ch1_180deg"
"3.3","2","1","180","337.5","-157.5","-154.967","2.533","0.008","2","-22.972","-27.343","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3300_sweep_ch2_reference_ch1_180deg"
"3.5","1","2","180","0","-180","177.842","-2.158","0.048","4","-26.919","-28.507","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3500_sweep_ch1_reference_ch2_180deg"
"3.5","1","2","180","22.5","157.5","152.74","-4.76","0.001","2","-26.876","-28.476","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3500_sweep_ch1_reference_ch2_180deg"
"3.5","1","2","180","45","135","131.046","-3.954","0.001","2","-26.909","-28.479","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3500_sweep_ch1_reference_ch2_180deg"
"3.5","1","2","180","67.5","112.5","107.1","-5.4","0.004","2","-27.06","-28.467","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3500_sweep_ch1_reference_ch2_180deg"
"3.5","1","2","180","90","90","83.303","-6.697","0.006","2","-27.966","-28.483","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3500_sweep_ch1_reference_ch2_180deg"
"3.5","1","2","180","112.5","67.5","62.944","-4.556","0.009","2","-28.328","-28.497","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3500_sweep_ch1_reference_ch2_180deg"
"3.5","1","2","180","135","45","42.474","-2.526","0.001","2","-27.975","-28.484","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3500_sweep_ch1_reference_ch2_180deg"
"3.5","1","2","180","157.5","22.5","21.384","-1.116","0.007","2","-27.932","-28.475","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3500_sweep_ch1_reference_ch2_180deg"
"3.5","1","2","180","180","0","-1.813","-1.813","0.004","2","-26.485","-28.439","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3500_sweep_ch1_reference_ch2_180deg"
"3.5","1","2","180","202.5","-22.5","-26.351","-3.851","0.015","2","-26.477","-28.412","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3500_sweep_ch1_reference_ch2_180deg"
"3.5","1","2","180","225","-45","-47.568","-2.568","0.002","2","-26.582","-28.422","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3500_sweep_ch1_reference_ch2_180deg"
"3.5","1","2","180","247.5","-67.5","-71.343","-3.843","0.009","2","-26.739","-28.428","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3500_sweep_ch1_reference_ch2_180deg"
"3.5","1","2","180","270","-90","-95.11","-5.11","0.001","2","-27.618","-28.476","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3500_sweep_ch1_reference_ch2_180deg"
"3.5","1","2","180","292.5","-112.5","-115.907","-3.407","0","2","-27.965","-28.502","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3500_sweep_ch1_reference_ch2_180deg"
"3.5","1","2","180","315","-135","-136.8","-1.8","0.007","2","-27.675","-28.508","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3500_sweep_ch1_reference_ch2_180deg"
"3.5","1","2","180","337.5","-157.5","-158.598","-1.098","0.001","2","-27.688","-28.524","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3500_sweep_ch1_reference_ch2_180deg"
"3.5","2","1","180","0","-180","179.735","-0.265","0.06","4","-26.432","-28.6","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3500_sweep_ch2_reference_ch1_180deg"
"3.5","2","1","180","22.5","157.5","157.016","-0.484","0.003","2","-26.44","-28.602","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3500_sweep_ch2_reference_ch1_180deg"
"3.5","2","1","180","45","135","136.438","1.438","0.004","2","-26.468","-28.984","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3500_sweep_ch2_reference_ch1_180deg"
"3.5","2","1","180","67.5","112.5","113.586","1.086","0.002","2","-26.472","-28.765","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3500_sweep_ch2_reference_ch1_180deg"
"3.5","2","1","180","90","90","92.579","2.579","0.002","2","-26.488","-28.933","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3500_sweep_ch2_reference_ch1_180deg"
"3.5","2","1","180","112.5","67.5","69.584","2.084","0.004","2","-26.488","-28.925","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3500_sweep_ch2_reference_ch1_180deg"
"3.5","2","1","180","135","45","44.888","-0.112","0.002","2","-26.476","-29.065","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3500_sweep_ch2_reference_ch1_180deg"
"3.5","2","1","180","157.5","22.5","21.438","-1.062","0.001","2","-26.488","-29.567","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3500_sweep_ch2_reference_ch1_180deg"
"3.5","2","1","180","180","0","2.29","2.29","0.004","2","-26.477","-28.462","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3500_sweep_ch2_reference_ch1_180deg"
"3.5","2","1","180","202.5","-22.5","-20.149","2.351","0.003","2","-26.477","-28.648","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3500_sweep_ch2_reference_ch1_180deg"
"3.5","2","1","180","225","-45","-40.309","4.691","0.005","2","-26.496","-29.244","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3500_sweep_ch2_reference_ch1_180deg"
"3.5","2","1","180","247.5","-67.5","-63.498","4.002","0.005","2","-26.48","-29.088","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3500_sweep_ch2_reference_ch1_180deg"
"3.5","2","1","180","270","-90","-85.088","4.912","0.01","2","-26.47","-29.17","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3500_sweep_ch2_reference_ch1_180deg"
"3.5","2","1","180","292.5","-112.5","-109.407","3.093","0.002","2","-26.446","-29.051","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3500_sweep_ch2_reference_ch1_180deg"
"3.5","2","1","180","315","-135","-135.338","-0.338","0.004","2","-26.425","-29.196","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3500_sweep_ch2_reference_ch1_180deg"
"3.5","2","1","180","337.5","-157.5","-160.314","-2.814","0.003","2","-26.432","-29.656","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3500_sweep_ch2_reference_ch1_180deg"
"3.8","1","2","180","0","-180","176.997","-3.003","0.051","4","-28.048","-28.722","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3800_sweep_ch1_reference_ch2_180deg"
"3.8","1","2","180","22.5","157.5","150.437","-7.063","0.028","2","-28.561","-28.736","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3800_sweep_ch1_reference_ch2_180deg"
"3.8","1","2","180","45","135","130.816","-4.184","0.017","2","-28.582","-28.754","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3800_sweep_ch1_reference_ch2_180deg"
"3.8","1","2","180","67.5","112.5","106.991","-5.509","0.014","2","-28.874","-28.766","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3800_sweep_ch1_reference_ch2_180deg"
"3.8","1","2","180","90","90","88.252","-1.747","0.004","2","-30.13","-28.78","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3800_sweep_ch1_reference_ch2_180deg"
"3.8","1","2","180","112.5","67.5","67.856","0.356","0.009","2","-29.916","-28.786","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3800_sweep_ch1_reference_ch2_180deg"
"3.8","1","2","180","135","45","42.927","-2.073","0.005","2","-29.502","-28.785","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3800_sweep_ch1_reference_ch2_180deg"
