"frequency_ghz","channel","absolute_commanded_phase_deg","relative_commanded_from_180_deg","measured_relative_from_180_deg","phase_error_from_180_deg","original_phase_error_from_0_deg","reference_180_measured_magnitude_deg","reference_180_original_error_deg","tone_level_dbfs","amplitude_delta_from_0_db","circular_std_deg","sample_count","source_directory"
"3","1","0","-180","-183.56799999999998","-3.5679999999999836","0.604","184.172","4.171999999999997","-20.759","0","0.604","4","captures/pluto_phase_frequency_sweep_20260727/f3000_ch1"
"3","1","22.5","-157.5","-162.151","-4.6510000000000105","-0.4789999999999992","184.172","4.171999999999997","-21.111","-0.3520000000000003","0.014","2","captures/pluto_phase_frequency_sweep_20260727/f3000_ch1"
"3","1","45","-135","-138.961","-3.9610000000000127","0.21099999999999852","184.172","4.171999999999997","-21.451","-0.6920000000000002","0.098","2","captures/pluto_phase_frequency_sweep_20260727/f3000_ch1"
"3","1","67.5","-112.5","-118.154","-5.653999999999996","-1.4819999999999993","184.172","4.171999999999997","-21.538","-0.7789999999999999","0.094","2","captures/pluto_phase_frequency_sweep_20260727/f3000_ch1"
"3","1","90","-90","-96.282","-6.2819999999999965","-2.1099999999999994","184.172","4.171999999999997","-21.998","-1.2390000000000008","0.193","2","captures/pluto_phase_frequency_sweep_20260727/f3000_ch1"
"3","1","112.5","-67.5","-75.071","-7.570999999999998","-3.399000000000001","184.172","4.171999999999997","-22.218","-1.4589999999999996","0.011","2","captures/pluto_phase_frequency_sweep_20260727/f3000_ch1"
"3","1","135","-45","-53.78","-8.780000000000001","-4.608000000000004","184.172","4.171999999999997","-21.987","-1.227999999999998","0.001","2","captures/pluto_phase_frequency_sweep_20260727/f3000_ch1"
"3","1","157.5","-22.5","-30.51599999999999","-8.015999999999991","-3.843999999999994","184.172","4.171999999999997","-21.972","-1.213000000000001","0.006","2","captures/pluto_phase_frequency_sweep_20260727/f3000_ch1"
"3","1","180","0","0","0","4.171999999999997","184.172","4.171999999999997","-21.144","-0.384999999999998","0.009","2","captures/pluto_phase_frequency_sweep_20260727/f3000_ch1"
"3","1","202.5","22.5","22.641999999999996","0.1419999999999959","4.313999999999993","184.172","4.171999999999997","-21.179","-0.41999999999999815","0.001","2","captures/pluto_phase_frequency_sweep_20260727/f3000_ch1"
"3","1","225","45","45.74199999999999","0.7419999999999902","4.913999999999987","184.172","4.171999999999997","-21.639","-0.879999999999999","0.004","2","captures/pluto_phase_frequency_sweep_20260727/f3000_ch1"
"3","1","247.5","67.5","66.725","-0.7750000000000057","3.3969999999999914","184.172","4.171999999999997","-21.64","-0.8810000000000002","0.002","2","captures/pluto_phase_frequency_sweep_20260727/f3000_ch1"
"3","1","270","90","87.38900000000004","-2.6109999999999616","1.5610000000000355","184.172","4.171999999999997","-22.15","-1.3909999999999982","0.038","2","captures/pluto_phase_frequency_sweep_20260727/f3000_ch1"
"3","1","292.5","112.5","107.46399999999997","-5.03600000000003","-0.8640000000000327","184.172","4.171999999999997","-22.22","-1.4609999999999985","0.022","2","captures/pluto_phase_frequency_sweep_20260727/f3000_ch1"
"3","1","315","135","128.025","-6.974999999999994","-2.8029999999999973","184.172","4.171999999999997","-21.594","-0.8350000000000009","1.013","2","captures/pluto_phase_frequency_sweep_20260727/f3000_ch1"
"3","1","337.5","157.5","152.29999999999998","-5.200000000000017","-1.02800000000002","184.172","4.171999999999997","-21.002","-0.24299999999999855","0.005","2","captures/pluto_phase_frequency_sweep_20260727/f3000_ch1"
"3","2","0","-180","-179.55","0.44999999999998863","-0.05","179.5","-0.5","-21.989","0","0.051","4","captures/pluto_phase_frequency_sweep_20260727/f3000_ch2"
"3","2","22.5","-157.5","-157.796","-0.29599999999999227","-0.7959999999999994","179.5","-0.5","-21.87","0.11899999999999977","0.014","2","captures/pluto_phase_frequency_sweep_20260727/f3000_ch2"
"3","2","45","-135","-134.797","0.20300000000000296","-0.29699999999999704","179.5","-0.5","-22.14","-0.1509999999999998","0.002","2","captures/pluto_phase_frequency_sweep_20260727/f3000_ch2"
"3","2","67.5","-112.5","-114.265","-1.7650000000000006","-2.2650000000000006","179.5","-0.5","-22.13","-0.14099999999999824","0.007","2","captures/pluto_phase_frequency_sweep_20260727/f3000_ch2"
"3","2","90","-90","-93.796","-3.7960000000000065","-4.2960000000000065","179.5","-0.5","-22.657","-0.6679999999999993","0.022","2","captures/pluto_phase_frequency_sweep_20260727/f3000_ch2"
"3","2","112.5","-67.5","-73.509","-6.009","-6.509","179.5","-0.5","-22.876","-0.8870000000000005","0.007","2","captures/pluto_phase_frequency_sweep_20260727/f3000_ch2"
"3","2","135","-45","-53.184","-8.183999999999997","-8.683999999999997","179.5","-0.5","-22.711","-0.7219999999999978","0.009","2","captures/pluto_phase_frequency_sweep_20260727/f3000_ch2"
"3","2","157.5","-22.5","-30.39500000000001","-7.89500000000001","-8.39500000000001","179.5","-0.5","-22.766","-0.7769999999999975","0.014","2","captures/pluto_phase_frequency_sweep_20260727/f3000_ch2"
"3","2","180","0","0","0","-0.5","179.5","-0.5","-22.08","-0.09099999999999753","0","2","captures/pluto_phase_frequency_sweep_20260727/f3000_ch2"
"3","2","202.5","22.5","22.772999999999996","0.27299999999999613","-0.22700000000000387","179.5","-0.5","-22.244","-0.254999999999999","0.003","2","captures/pluto_phase_frequency_sweep_20260727/f3000_ch2"
"3","2","225","45","46.486999999999995","1.4869999999999948","0.9869999999999948","179.5","-0.5","-22.869","-0.879999999999999","0.008","2","captures/pluto_phase_frequency_sweep_20260727/f3000_ch2"
"3","2","247.5","67.5","68.07","0.5699999999999932","0.06999999999999318","179.5","-0.5","-22.964","-0.9749999999999979","0.001","2","captures/pluto_phase_frequency_sweep_20260727/f3000_ch2"
"3","2","270","90","89.43799999999999","-0.5620000000000118","-1.0620000000000118","179.5","-0.5","-23.527","-1.5380000000000003","0.002","2","captures/pluto_phase_frequency_sweep_20260727/f3000_ch2"
"3","2","292.5","112.5","110.33600000000001","-2.1639999999999873","-2.6639999999999873","179.5","-0.5","-23.511","-1.5219999999999985","0.003","2","captures/pluto_phase_frequency_sweep_20260727/f3000_ch2"
"3","2","315","135","131.23399999999998","-3.7660000000000196","-4.2660000000000196","179.5","-0.5","-23.105","-1.1159999999999997","0.013","2","captures/pluto_phase_frequency_sweep_20260727/f3000_ch2"
"3","2","337.5","157.5","155.33999999999997","-2.160000000000025","-2.660000000000025","179.5","-0.5","-22.756","-0.7669999999999995","0.001","2","captures/pluto_phase_frequency_sweep_20260727/f3000_ch2"
"3.3","1","0","-180","-183.129","-3.1289999999999907","0.103","183.232","3.2319999999999993","-23.071","0","0.107","4","captures/pluto_phase_frequency_sweep_20260727/f3300_ch1"
"3.3","1","22.5","-157.5","-159.551","-2.0509999999999877","1.181000000000001","183.232","3.2319999999999993","-23.274","-0.2029999999999994","0.025","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch1"
"3.3","1","45","-135","-137.527","-2.526999999999987","0.7049999999999983","183.232","3.2319999999999993","-23.54","-0.46899999999999764","0.003","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch1"
"3.3","1","67.5","-112.5","-115.414","-2.9140000000000015","0.31799999999999784","183.232","3.2319999999999993","-23.594","-0.5229999999999997","0.013","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch1"
"3.3","1","90","-90","-95.457","-5.456999999999994","-2.2249999999999943","183.232","3.2319999999999993","-24.239","-1.1679999999999993","0.006","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch1"
"3.3","1","112.5","-67.5","-75.26","-7.760000000000005","-4.528000000000006","183.232","3.2319999999999993","-24.317","-1.2459999999999987","0.005","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch1"
"3.3","1","135","-45","-51.96600000000001","-6.966000000000008","-3.734000000000009","183.232","3.2319999999999993","-23.879","-0.8079999999999998","0","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch1"
"3.3","1","157.5","-22.5","-28.609999999999985","-6.109999999999985","-2.877999999999986","183.232","3.2319999999999993","-23.79","-0.7189999999999976","0.013","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch1"
"3.3","1","180","0","0","0","3.2319999999999993","183.232","3.2319999999999993","-22.976","0.09500000000000242","0.01","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch1"
"3.3","1","202.5","22.5","23.294999999999987","0.7949999999999875","4.026999999999987","183.232","3.2319999999999993","-23.178","-0.10699999999999932","0.003","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch1"
"3.3","1","225","45","44.83500000000001","-0.16499999999999204","3.0670000000000073","183.232","3.2319999999999993","-23.51","-0.43900000000000006","0.003","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch1"
"3.3","1","247.5","67.5","66.626","-0.8739999999999952","2.358000000000004","183.232","3.2319999999999993","-23.52","-0.44899999999999807","0","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch1"
"3.3","1","270","90","86.12899999999999","-3.8710000000000093","-0.63900000000001","183.232","3.2319999999999993","-24.087","-1.0159999999999982","0.002","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch1"
"3.3","1","292.5","112.5","106.21099999999998","-6.289000000000016","-3.0570000000000164","183.232","3.2319999999999993","-24.072","-1.0009999999999977","0.007","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch1"
"3.3","1","315","135","129.49999999999997","-5.500000000000028","-2.268000000000029","183.232","3.2319999999999993","-23.681","-0.6099999999999994","0.002","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch1"
"3.3","1","337.5","157.5","153.311","-4.188999999999993","-0.9569999999999936","183.232","3.2319999999999993","-23.62","-0.5489999999999995","0","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch1"
"3.3","2","0","-180","-179.171","0.8290000000000077","-0.113","179.058","-0.9420000000000073","-26.486","0","0.12","4","captures/pluto_phase_frequency_sweep_20260727/f3300_ch2"
"3.3","2","22.5","-157.5","-156.98","0.5200000000000102","-0.4220000000000006","179.058","-0.9420000000000073","-26.384","0.10200000000000031","0.022","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch2"
"3.3","2","45","-135","-136.62199999999999","-1.6219999999999857","-2.564","179.058","-0.9420000000000073","-26.596","-0.10999999999999943","0.012","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch2"
"3.3","2","67.5","-112.5","-113.50699999999999","-1.0069999999999908","-1.948999999999998","179.058","-0.9420000000000073","-26.518","-0.03200000000000003","0.003","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch2"
"3.3","2","90","-90","-91.98899999999999","-1.98899999999999","-2.9309999999999974","179.058","-0.9420000000000073","-26.694","-0.2079999999999984","0.006","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch2"
"3.3","2","112.5","-67.5","-68.883","-1.3829999999999956","-2.325000000000003","179.058","-0.9420000000000073","-26.944","-0.4579999999999984","0.005","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch2"
"3.3","2","135","-45","-46.44199999999998","-1.4419999999999789","-2.383999999999986","179.058","-0.9420000000000073","-27.144","-0.6579999999999977","0.006","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch2"
"3.3","2","157.5","-22.5","-24.043999999999983","-1.5439999999999827","-2.48599999999999","179.058","-0.9420000000000073","-27.617","-1.1310000000000002","0.001","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch2"
"3.3","2","180","0","0","0","-0.9420000000000073","179.058","-0.9420000000000073","-26.588","-0.10200000000000031","0.007","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch2"
"3.3","2","202.5","22.5","22.456000000000017","-0.04399999999998272","-0.98599999999999","179.058","-0.9420000000000073","-26.582","-0.09600000000000009","0.012","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch2"
"3.3","2","225","45","42.741000000000014","-2.258999999999986","-3.2009999999999934","179.058","-0.9420000000000073","-26.883","-0.39699999999999847","0.002","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch2"
"3.3","2","247.5","67.5","66.31700000000001","-1.1829999999999927","-2.125","179.058","-0.9420000000000073","-26.741","-0.254999999999999","0.008","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch2"
"3.3","2","270","90","88.47399999999999","-1.5260000000000105","-2.4680000000000177","179.058","-0.9420000000000073","-26.77","-0.2839999999999989","0.003","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch2"
"3.3","2","292.5","112.5","112.368","-0.132000000000005","-1.0740000000000123","179.058","-0.9420000000000073","-26.813","-0.3269999999999982","0.006","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch2"
"3.3","2","315","135","135.144","0.14400000000000546","-0.7980000000000018","179.058","-0.9420000000000073","-26.906","-0.41999999999999815","0.001","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch2"
"3.3","2","337.5","157.5","158.38800000000003","0.8880000000000337","-0.053999999999973625","179.058","-0.9420000000000073","-27.261","-0.7749999999999986","0.003","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch2"
"3.5","1","0","-180","-179.89700000000002","0.10299999999998022","0.182","180.079","0.07900000000000773","-26.976","0","0.205","4","captures/pluto_phase_frequency_sweep_20260727/f3500_ch1"
"3.5","1","22.5","-157.5","-154.707","2.7930000000000064","2.872","180.079","0.07900000000000773","-26.938","0.038000000000000256","0.037","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch1"
"3.5","1","45","-135","-133.02100000000002","1.978999999999985","2.058","180.079","0.07900000000000773","-26.984","-0.008000000000002672","0.005","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch1"
"3.5","1","67.5","-112.5","-109.034","3.465999999999994","3.5450000000000017","180.079","0.07900000000000773","-27.139","-0.16300000000000026","0.002","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch1"
"3.5","1","90","-90","-85.16000000000001","4.839999999999989","4.918999999999997","180.079","0.07900000000000773","-28.044","-1.0680000000000014","0.002","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch1"
"3.5","1","112.5","-67.5","-64.73700000000001","2.762999999999991","2.8419999999999987","180.079","0.07900000000000773","-28.394","-1.4179999999999993","0.008","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch1"
"3.5","1","135","-45","-44.22200000000001","0.7779999999999916","0.8569999999999993","180.079","0.07900000000000773","-28.024","-1.0480000000000018","0.003","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch1"
"3.5","1","157.5","-22.5","-23.073000000000008","-0.5730000000000075","-0.4939999999999998","180.079","0.07900000000000773","-27.96","-0.9840000000000018","0","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch1"
"3.5","1","180","0","0","0","0.07900000000000773","180.079","0.07900000000000773","-26.501","0.47499999999999787","0.006","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch1"
"3.5","1","202.5","22.5","24.65299999999999","2.1529999999999916","2.2319999999999993","180.079","0.07900000000000773","-26.47","0.5060000000000002","0.01","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch1"
"3.5","1","225","45","45.879999999999995","0.8799999999999955","0.9590000000000032","180.079","0.07900000000000773","-26.578","0.3979999999999997","0.001","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch1"
"3.5","1","247.5","67.5","69.68","2.180000000000007","2.2590000000000146","180.079","0.07900000000000773","-26.727","0.24899999999999878","0.011","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch1"
"3.5","1","270","90","93.34300000000002","3.3430000000000177","3.4220000000000255","180.079","0.07900000000000773","-27.602","-0.6260000000000012","0.008","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch1"
"3.5","1","292.5","112.5","114.07","1.5699999999999932","1.649000000000001","180.079","0.07900000000000773","-27.97","-0.9939999999999998","0","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch1"
"3.5","1","315","135","134.92199999999997","-0.07800000000003138","0.0009999999999763531","180.079","0.07900000000000773","-27.694","-0.718","0.003","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch1"
"3.5","1","337.5","157.5","156.67899999999997","-0.8210000000000264","-0.7420000000000186","180.079","0.07900000000000773","-27.732","-0.7560000000000002","0.008","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch1"
"3.5","2","0","-180","-179.197","0.8029999999999973","-0.18","179.017","-0.9830000000000041","-28.465","0","0.205","4","captures/pluto_phase_frequency_sweep_20260727/f3500_ch2"
"3.5","2","22.5","-157.5","-156.91","0.5900000000000034","-0.3930000000000007","179.017","-0.9830000000000041","-28.561","-0.09600000000000009","0.021","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch2"
"3.5","2","45","-135","-136.569","-1.5689999999999884","-2.5519999999999996","179.017","-0.9830000000000041","-29.027","-0.5620000000000012","0.001","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch2"
"3.5","2","67.5","-112.5","-113.63199999999999","-1.1319999999999908","-2.114999999999995","179.017","-0.9830000000000041","-28.91","-0.4450000000000003","0.003","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch2"
"3.5","2","90","-90","-92.405","-2.405000000000001","-3.3880000000000052","179.017","-0.9830000000000041","-29.171","-0.7059999999999995","0.001","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch2"
"3.5","2","112.5","-67.5","-68.939","-1.438999999999993","-2.421999999999997","179.017","-0.9830000000000041","-29.241","-0.7759999999999998","0.008","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch2"
"3.5","2","135","-45","-43.57900000000001","1.4209999999999923","0.4379999999999882","179.017","-0.9830000000000041","-29.422","-0.9570000000000007","0.008","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch2"
"3.5","2","157.5","-22.5","-19.424000000000007","3.0759999999999934","2.0929999999999893","179.017","-0.9830000000000041","-29.923","-1.4579999999999984","0.017","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch2"
"3.5","2","180","0","0","0","-0.9830000000000041","179.017","-0.9830000000000041","-28.742","-0.277000000000001","0.004","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch2"
"3.5","2","202.5","22.5","22.78800000000001","0.2880000000000109","-0.6949999999999932","179.017","-0.9830000000000041","-28.86","-0.3949999999999996","0.007","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch2"
"3.5","2","225","45","43.212999999999994","-1.7870000000000061","-2.7700000000000102","179.017","-0.9830000000000041","-29.371","-0.9059999999999988","0.006","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch2"
"3.5","2","247.5","67.5","66.31200000000001","-1.1879999999999882","-2.1709999999999923","179.017","-0.9830000000000041","-29.108","-0.6430000000000007","0","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch2"
"3.5","2","270","90","87.58699999999999","-2.413000000000011","-3.396000000000015","179.017","-0.9830000000000041","-29.105","-0.6400000000000006","0.007","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch2"
"3.5","2","292.5","112.5","111.39299999999997","-1.1070000000000277","-2.090000000000032","179.017","-0.9830000000000041","-28.91","-0.4450000000000003","0.002","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch2"
"3.5","2","315","135","136.76999999999998","1.7699999999999818","0.7869999999999777","179.017","-0.9830000000000041","-29.002","-0.536999999999999","0.003","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch2"
"3.5","2","337.5","157.5","161.103","3.6030000000000086","2.6200000000000045","179.017","-0.9830000000000041","-29.468","-1.0030000000000001","0.009","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch2"
"3.8","1","0","-180","-175.93900000000002","4.060999999999979","0.039","175.978","-4.021999999999991","-28.099","0","0.058","4","captures/pluto_phase_frequency_sweep_20260727/f3800_ch1"
"3.8","1","22.5","-157.5","-149.17600000000002","8.323999999999984","4.302","175.978","-4.021999999999991","-28.63","-0.5309999999999988","0.029","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch1"
"3.8","1","45","-135","-129.416","5.584000000000003","1.5619999999999976","175.978","-4.021999999999991","-28.654","-0.5549999999999997","0.008","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch1"
"3.8","1","67.5","-112.5","-105.49600000000001","7.003999999999991","2.9819999999999993","175.978","-4.021999999999991","-28.951","-0.8520000000000003","0.016","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch1"
"3.8","1","90","-90","-86.846","3.1539999999999964","-0.867999999999995","175.978","-4.021999999999991","-30.198","-2.099","0.007","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch1"
"3.8","1","112.5","-67.5","-66.52300000000001","0.9769999999999897","-3.0450000000000017","175.978","-4.021999999999991","-29.971","-1.8719999999999999","0.007","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch1"
"3.8","1","135","-45","-41.771000000000015","3.228999999999985","-0.7930000000000064","175.978","-4.021999999999991","-29.554","-1.4549999999999983","0.017","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch1"
"3.8","1","157.5","-22.5","-18.188000000000017","4.311999999999983","0.28999999999999204","175.978","-4.021999999999991","-29.377","-1.2779999999999987","0.002","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch1"
"3.8","1","180","0","0","0","-4.021999999999991","175.978","-4.021999999999991","-27.803","0.2959999999999994","0.018","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch1"
"3.8","1","202.5","22.5","26.19399999999999","3.6939999999999884","-0.32800000000000296","175.978","-4.021999999999991","-28.247","-0.1479999999999997","0.008","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch1"
"3.8","1","225","45","45.58499999999998","0.5849999999999795","-3.437000000000012","175.978","-4.021999999999991","-28.305","-0.20599999999999952","0.005","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch1"
"3.8","1","247.5","67.5","69.89299999999997","2.3929999999999723","-1.629000000000019","175.978","-4.021999999999991","-28.554","-0.4549999999999983","0","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch1"
"3.8","1","270","90","89.262","-0.7379999999999995","-4.759999999999991","175.978","-4.021999999999991","-29.718","-1.6189999999999998","0.008","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch1"
"3.8","1","292.5","112.5","110.12799999999999","-2.372000000000014","-6.3940000000000055","175.978","-4.021999999999991","-29.543","-1.443999999999999","0.001","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch1"
"3.8","1","315","135","135.05199999999996","0.051999999999964075","-3.9700000000000273","175.978","-4.021999999999991","-29.286","-1.1870000000000012","0.006","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch1"
"3.8","1","337.5","157.5","158.74200000000002","1.2420000000000186","-2.7799999999999727","175.978","-4.021999999999991","-29.216","-1.1170000000000009","0.021","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch1"
"3.8","2","0","-180","-178.304","1.695999999999998","-0.035","178.269","-1.7309999999999945","-28.768","0","0.059","4","captures/pluto_phase_frequency_sweep_20260727/f3800_ch2"
"3.8","2","22.5","-157.5","-151.909","5.591000000000008","3.8599999999999994","178.269","-1.7309999999999945","-29.406","-0.6379999999999981","0.007","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch2"
"3.8","2","45","-135","-132.262","2.7379999999999995","1.006999999999998","178.269","-1.7309999999999945","-29.525","-0.7569999999999979","0.029","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch2"
"3.8","2","67.5","-112.5","-107.94500000000001","4.554999999999993","2.823999999999998","178.269","-1.7309999999999945","-29.856","-1.088000000000001","0.007","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch2"
"3.8","2","90","-90","-89.281","0.7189999999999941","-1.0120000000000005","178.269","-1.7309999999999945","-31.106","-2.338000000000001","0.022","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch2"
"3.8","2","112.5","-67.5","-68.15400000000001","-0.6540000000000106","-2.385000000000005","178.269","-1.7309999999999945","-30.892","-2.1239999999999988","0.011","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch2"
"3.8","2","135","-45","-42.161","2.8389999999999986","1.108000000000004","178.269","-1.7309999999999945","-30.491","-1.722999999999999","0.008","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch2"
"3.8","2","157.5","-22.5","-17.917","4.582999999999998","2.852000000000004","178.269","-1.7309999999999945","-30.33","-1.5619999999999976","0.013","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch2"
"3.8","2","180","0","0","0","-1.7309999999999945","178.269","-1.7309999999999945","-28.664","0.1039999999999992","0.005","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch2"
"3.8","2","202.5","22.5","26.24199999999999","3.7419999999999902","2.0109999999999957","178.269","-1.7309999999999945","-29.053","-0.28500000000000014","0.005","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch2"
"3.8","2","225","45","45.480999999999995","0.48099999999999454","-1.25","178.269","-1.7309999999999945","-29.082","-0.31400000000000006","0.003","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch2"
"3.8","2","247.5","67.5","69.66399999999999","2.1639999999999873","0.4329999999999927","178.269","-1.7309999999999945","-29.204","-0.43599999999999994","0.011","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch2"
"3.8","2","270","90","88.44299999999998","-1.5570000000000164","-3.288000000000011","178.269","-1.7309999999999945","-30.249","-1.480999999999998","0.018","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch2"
"3.8","2","292.5","112.5","109.13499999999999","-3.365000000000009","-5.096000000000004","178.269","-1.7309999999999945","-30.037","-1.2689999999999984","0.011","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch2"
"3.8","2","315","135","134.13299999999998","-0.8670000000000186","-2.598000000000013","178.269","-1.7309999999999945","-29.852","-1.0839999999999996","0.005","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch2"
"3.8","2","337.5","157.5","157.25900000000001","-0.24099999999998545","-1.97199999999998","178.269","-1.7309999999999945","-29.888","-1.120000000000001","0.006","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch2"
