"frequency_ghz","channel","commanded_phase_deg","measured_phase_magnitude_deg","phase_error_deg","tone_level_dbfs","amplitude_delta_db","circular_std_deg","sample_count","source_directory"
"3.3","2","22.5","22.078","-0.4220000000000006","-26.384","0.10200000000000031","0.022","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch2"
"3.3","2","45","42.436","-2.564","-26.596","-0.10999999999999943","0.012","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch2"
"3.3","2","67.5","65.551","-1.948999999999998","-26.518","-0.03200000000000003","0.003","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch2"
"3.3","2","90","87.069","-2.9309999999999974","-26.694","-0.2079999999999984","0.006","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch2"
"3.3","2","112.5","110.175","-2.325000000000003","-26.944","-0.4579999999999984","0.005","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch2"
"3.3","2","135","132.616","-2.383999999999986","-27.144","-0.6579999999999977","0.006","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch2"
"3.3","2","157.5","155.014","-2.48599999999999","-27.617","-1.1310000000000002","0.001","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch2"
"3.3","2","180","179.058","-0.9420000000000073","-26.588","-0.10200000000000031","0.007","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch2"
"3.3","2","202.5","201.514","-0.98599999999999","-26.582","-0.09600000000000009","0.012","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch2"
"3.3","2","225","221.799","-3.2009999999999934","-26.883","-0.39699999999999847","0.002","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch2"
"3.3","2","247.5","245.375","-2.125","-26.741","-0.254999999999999","0.008","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch2"
"3.3","2","270","267.532","-2.4680000000000177","-26.77","-0.2839999999999989","0.003","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch2"
"3.3","2","292.5","291.426","-1.0740000000000123","-26.813","-0.3269999999999982","0.006","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch2"
"3.3","2","315","314.202","-0.7980000000000018","-26.906","-0.41999999999999815","0.001","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch2"
"3.3","2","337.5","337.446","-0.053999999999973625","-27.261","-0.7749999999999986","0.003","2","captures/pluto_phase_frequency_sweep_20260727/f3300_ch2"
"3.5","1","0","0.182","0.182","-26.976","0","0.205","4","captures/pluto_phase_frequency_sweep_20260727/f3500_ch1"
"3.5","1","22.5","25.372","2.872","-26.938","0.038000000000000256","0.037","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch1"
"3.5","1","45","47.058","2.058","-26.984","-0.008000000000002672","0.005","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch1"
"3.5","1","67.5","71.045","3.5450000000000017","-27.139","-0.16300000000000026","0.002","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch1"
"3.5","1","90","94.919","4.918999999999997","-28.044","-1.0680000000000014","0.002","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch1"
"3.5","1","112.5","115.342","2.8419999999999987","-28.394","-1.4179999999999993","0.008","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch1"
"3.5","1","135","135.857","0.8569999999999993","-28.024","-1.0480000000000018","0.003","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch1"
"3.5","1","157.5","157.006","-0.4939999999999998","-27.96","-0.9840000000000018","0","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch1"
"3.5","1","180","180.079","0.07900000000000773","-26.501","0.47499999999999787","0.006","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch1"
"3.5","1","202.5","204.732","2.2319999999999993","-26.47","0.5060000000000002","0.01","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch1"
"3.5","1","225","225.959","0.9590000000000032","-26.578","0.3979999999999997","0.001","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch1"
"3.5","1","247.5","249.75900000000001","2.2590000000000146","-26.727","0.24899999999999878","0.011","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch1"
"3.5","1","270","273.422","3.4220000000000255","-27.602","-0.6260000000000012","0.008","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch1"
"3.5","1","292.5","294.149","1.649000000000001","-27.97","-0.9939999999999998","0","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch1"
"3.5","1","315","315.001","0.0009999999999763531","-27.694","-0.718","0.003","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch1"
"3.5","1","337.5","336.758","-0.7420000000000186","-27.732","-0.7560000000000002","0.008","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch1"
"3.5","2","0","-0.18","-0.18","-28.465","0","0.205","4","captures/pluto_phase_frequency_sweep_20260727/f3500_ch2"
"3.5","2","22.5","22.107","-0.3930000000000007","-28.561","-0.09600000000000009","0.021","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch2"
"3.5","2","45","42.448","-2.5519999999999996","-29.027","-0.5620000000000012","0.001","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch2"
"3.5","2","67.5","65.385","-2.114999999999995","-28.91","-0.4450000000000003","0.003","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch2"
"3.5","2","90","86.612","-3.3880000000000052","-29.171","-0.7059999999999995","0.001","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch2"
"3.5","2","112.5","110.078","-2.421999999999997","-29.241","-0.7759999999999998","0.008","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch2"
"3.5","2","135","135.438","0.4379999999999882","-29.422","-0.9570000000000007","0.008","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch2"
"3.5","2","157.5","159.593","2.0929999999999893","-29.923","-1.4579999999999984","0.017","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch2"
"3.5","2","180","179.017","-0.9830000000000041","-28.742","-0.277000000000001","0.004","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch2"
"3.5","2","202.5","201.805","-0.6949999999999932","-28.86","-0.3949999999999996","0.007","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch2"
"3.5","2","225","222.23","-2.7700000000000102","-29.371","-0.9059999999999988","0.006","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch2"
"3.5","2","247.5","245.329","-2.1709999999999923","-29.108","-0.6430000000000007","0","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch2"
"3.5","2","270","266.604","-3.396000000000015","-29.105","-0.6400000000000006","0.007","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch2"
"3.5","2","292.5","290.40999999999997","-2.090000000000032","-28.91","-0.4450000000000003","0.002","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch2"
"3.5","2","315","315.787","0.7869999999999777","-29.002","-0.536999999999999","0.003","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch2"
"3.5","2","337.5","340.12","2.6200000000000045","-29.468","-1.0030000000000001","0.009","2","captures/pluto_phase_frequency_sweep_20260727/f3500_ch2"
"3.8","1","0","0.039","0.039","-28.099","0","0.058","4","captures/pluto_phase_frequency_sweep_20260727/f3800_ch1"
"3.8","1","22.5","26.802","4.302","-28.63","-0.5309999999999988","0.029","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch1"
"3.8","1","45","46.562","1.5619999999999976","-28.654","-0.5549999999999997","0.008","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch1"
"3.8","1","67.5","70.482","2.9819999999999993","-28.951","-0.8520000000000003","0.016","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch1"
"3.8","1","90","89.132","-0.867999999999995","-30.198","-2.099","0.007","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch1"
"3.8","1","112.5","109.455","-3.0450000000000017","-29.971","-1.8719999999999999","0.007","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch1"
"3.8","1","135","134.207","-0.7930000000000064","-29.554","-1.4549999999999983","0.017","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch1"
"3.8","1","157.5","157.79","0.28999999999999204","-29.377","-1.2779999999999987","0.002","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch1"
"3.8","1","180","175.978","-4.021999999999991","-27.803","0.2959999999999994","0.018","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch1"
"3.8","1","202.5","202.172","-0.32800000000000296","-28.247","-0.1479999999999997","0.008","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch1"
"3.8","1","225","221.563","-3.437000000000012","-28.305","-0.20599999999999952","0.005","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch1"
"3.8","1","247.5","245.87099999999998","-1.629000000000019","-28.554","-0.4549999999999983","0","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch1"
"3.8","1","270","265.24","-4.759999999999991","-29.718","-1.6189999999999998","0.008","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch1"
"3.8","1","292.5","286.106","-6.3940000000000055","-29.543","-1.443999999999999","0.001","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch1"
"3.8","1","315","311.03","-3.9700000000000273","-29.286","-1.1870000000000012","0.006","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch1"
"3.8","1","337.5","334.72","-2.7799999999999727","-29.216","-1.1170000000000009","0.021","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch1"
"3.8","2","0","-0.035","-0.035","-28.768","0","0.059","4","captures/pluto_phase_frequency_sweep_20260727/f3800_ch2"
"3.8","2","22.5","26.36","3.8599999999999994","-29.406","-0.6379999999999981","0.007","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch2"
"3.8","2","45","46.007","1.006999999999998","-29.525","-0.7569999999999979","0.029","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch2"
"3.8","2","67.5","70.324","2.823999999999998","-29.856","-1.088000000000001","0.007","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch2"
"3.8","2","90","88.988","-1.0120000000000005","-31.106","-2.338000000000001","0.022","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch2"
"3.8","2","112.5","110.115","-2.385000000000005","-30.892","-2.1239999999999988","0.011","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch2"
"3.8","2","135","136.108","1.108000000000004","-30.491","-1.722999999999999","0.008","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch2"
"3.8","2","157.5","160.352","2.852000000000004","-30.33","-1.5619999999999976","0.013","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch2"
"3.8","2","180","178.269","-1.7309999999999945","-28.664","0.1039999999999992","0.005","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch2"
"3.8","2","202.5","204.511","2.0109999999999957","-29.053","-0.28500000000000014","0.005","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch2"
"3.8","2","225","223.75","-1.25","-29.082","-0.31400000000000006","0.003","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch2"
"3.8","2","247.5","247.933","0.4329999999999927","-29.204","-0.43599999999999994","0.011","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch2"
"3.8","2","270","266.712","-3.288000000000011","-30.249","-1.480999999999998","0.018","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch2"
"3.8","2","292.5","287.404","-5.096000000000004","-30.037","-1.2689999999999984","0.011","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch2"
"3.8","2","315","312.402","-2.598000000000013","-29.852","-1.0839999999999996","0.005","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch2"
"3.8","2","337.5","335.528","-1.97199999999998","-29.888","-1.120000000000001","0.006","2","captures/pluto_phase_frequency_sweep_20260727/f3800_ch2"
